year,id,name,totalvotes,democrats,republicans,bias
2020,02014,"District 14, AK",11443,4261.0,-6714.0,-0.21436686183693088
2020,02015,"District 15, AK",5559,2622.0,-2671.0,-0.00881453498830725
2020,02016,"District 16, AK",8118,4274.0,-3516.0,0.09337275190933728
2020,02017,"District 17, AK",7239,4136.0,-2810.0,0.18317447161210113
2020,02018,"District 18, AK",7720,4681.0,-2760.0,0.2488341968911917
2020,02019,"District 19, AK",5301,3118.0,-1975.0,0.21561969439728354
2020,02020,"District 20, AK",7497,4881.0,-2383.0,0.3331999466453248
2020,02021,"District 21, AK",9429,5414.0,-3690.0,0.18284017393148796
2020,02022,"District 22, AK",9520,4553.0,-4684.0,-0.013760504201680672
2020,02023,"District 23, AK",7739,3810.0,-3655.0,0.020028427445406383
2020,02024,"District 24, AK",10428,4736.0,-5378.0,-0.061565017261219795
2020,02025,"District 25, AK",9325,4600.0,-4407.0,0.0206970509383378
2020,02026,"District 26, AK",10111,4558.0,-5243.0,-0.0677479972307388
2020,02027,"District 27, AK",9506,4844.0,-4324.0,0.0547022932884494
2020,02028,"District 28, AK",12749,6264.0,-6162.0,0.008000627500196094
2020,02029,"District 29, AK",10747,2985.0,-7464.0,-0.41676746999162556
2020,02030,"District 30, AK",10176,2638.0,-7180.0,-0.44634433962264153
2020,02031,"District 31, AK",12410,5037.0,-6971.0,-0.15584206285253827
2020,02032,"District 32, AK",8335,3506.0,-4440.0,-0.11205758848230354
2020,02033,"District 33, AK",10955,7535.0,-3059.0,0.4085805568233683
2020,02034,"District 34, AK",10729,5763.0,-4543.0,0.11371050424084257
2020,02035,"District 35, AK",10102,5011.0,-4769.0,0.023955652346070087
2020,02036,"District 36, AK",9292,3796.0,-5114.0,-0.14184244511407662
2020,02037,"District 37, AK",5142,2560.0,-2358.0,0.03928432516530533
2020,02038,"District 38, AK",5299,3202.0,-1737.0,0.2764672579732025
2020,02039,"District 39, AK",5891,3580.0,-1939.0,0.2785605160414191
2020,02040,"District 40, AK",4603,2318.0,-1994.0,0.07038887681946557
2020,02099,"District 99, AK",433,373.0,-59.0,0.7251732101616628
2020,04001,"Apache, AZ",35172,7764.333333333333,-3814.0,0.112314720042458
2020,04003,"Cochise, AZ",60442,7910.666666666667,-11852.333333333334,-0.0652140343910967
2020,04005,"Coconino, AZ",73272,14899.333333333334,-9017.333333333334,0.08027623102958838
2020,04007,"Gila, AZ",27662,2981.0,-6125.666666666667,-0.11368182585014341
2020,04009,"Graham, AZ",14995,1344.6666666666667,-3583.0,-0.14927197954873844
2020,04011,"Greenlee, AZ",3685,394.0,-811.0,-0.11316146540027137
2020,04012,"La paz, AZ",7458,745.3333333333334,-1709.6666666666667,-0.12930186823992135
2020,04013,"Maricopa, AZ",2068144,346924.6666666667,-331888.3333333333,0.007270447963649229
2020,04015,"Mohave, AZ",104668,8277.0,-26178.333333333332,-0.17102966841186734
2020,04017,"Navajo, AZ",51767,7794.333333333333,-9219.0,-0.027520750027366217
2020,04019,"Pima, AZ",520397,101660.33333333333,-69252.66666666667,0.062274891413030165
2020,04021,"Pinal, AZ",184974,25035.333333333332,-35692.333333333336,-0.057613502438180524
2020,04023,"Santa cruz, AZ",19556,4379.333333333333,-2064.6666666666665,0.11836094634212858
2020,04025,"Yavapai, AZ",143221,16534.0,-30509.0,-0.09757647272397205
2020,04027,"Yuma, AZ",69881,10736.666666666666,-12178.0,-0.020625539607809475
2020,05001,"Arkansas, AR",6292,454.5,-1076.0,-0.09877622377622378
2020,05003,"Ashley, AR",7926,531.25,-1387.0,-0.1079674489023467
2020,05005,"Baxter, AR",21007,1158.75,-3959.0,-0.13330080449374018
2020,05007,"Benton, AR",119912,10562.25,-18491.25,-0.06612349055974381
2020,05009,"Boone, AR",17114,766.0,-3413.0,-0.1546686922987028
2020,05011,"Bradley, AR",3654,303.5,-583.75,-0.0766967706622879
2020,05013,"Calhoun, AR",2182,119.75,-409.0,-0.13256186984417964
2020,05015,"Carroll, AR",11797,1005.75,-1856.0,-0.07207340849368483
2020,05017,"Chicot, AR",4103,565.0,-438.0,0.030952961247867415
2020,05019,"Clark, AR",8395,859.5,-1154.0,-0.03508040500297796
2020,05021,"Clay, AR",5183,240.5,-1021.5,-0.1506849315068493
2020,05023,"Cleburne, AR",12680,497.0,-2582.0,-0.16443217665615142
2020,05025,"Cleveland, AR",3600,162.75,-716.75,-0.15388888888888888
2020,05027,"Columbia, AR",8616,703.5,-1375.0,-0.0779363974001857
2020,05029,"Conway, AR",8685,653.75,-1423.5,-0.08862982153137594
2020,05031,"Craighead, AR",38511,2980.25,-6389.5,-0.08852665472202748
2020,05033,"Crawford, AR",24091,1239.75,-4651.75,-0.1416296542277199
2020,05035,"Crittenden, AR",16367,2128.5,-1833.25,0.018039347467465022
2020,05037,"Cross, AR",6942,443.0,-1236.5,-0.11430423509075194
2020,05039,"Dallas, AR",2649,240.75,-393.25,-0.057568893922234805
2020,05041,"Desha, AR",4164,504.0,-480.25,0.0057036503362151774
2020,05043,"Drew, AR",6908,606.5,-1087.25,-0.06959322524609149
2020,05045,"Faulkner, AR",54428,4586.75,-8605.25,-0.07383148379510546
2020,05047,"Franklin, AR",7129,325.0,-1419.25,-0.1534927759854117
2020,05049,"Fulton, AR",5119,258.75,-990.25,-0.14289900371166245
2020,05051,"Garland, AR",44199,3511.25,-7267.25,-0.08497929817416684
2020,05053,"Grant, AR",8200,317.0,-1698.5,-0.16847560975609757
2020,05055,"Greene, AR",16100,764.5,-3167.5,-0.14925465838509316
2020,05057,"Hempstead, AR",6848,534.5,-1117.5,-0.08513434579439252
2020,05059,"Hot spring, AR",12557,770.5,-2300.5,-0.12184438958349925
2020,05061,"Howard, AR",4834,335.0,-841.75,-0.1048303682250724
2020,05063,"Independence, AR",14512,701.5,-2812.5,-0.14546582138919514
2020,05065,"Izard, AR",5810,255.25,-1157.75,-0.1553356282271945
2020,05067,"Jackson, AR",5091,341.25,-898.25,-0.10940876055784718
2020,05069,"Jefferson, AR",25158,3745.25,-2380.25,0.05425709515859766
2020,05071,"Johnson, AR",9498,570.75,-1734.5,-0.12252579490419035
2020,05073,"Lafayette, AR",2679,209.75,-439.25,-0.0856662933930571
2020,05075,"Lawrence, AR",5857,270.0,-1142.25,-0.14892436400887826
2020,05077,"Lee, AR",2848,355.75,-321.5,0.012025983146067416
2020,05079,"Lincoln, AR",3875,258.0,-682.25,-0.10948387096774194
2020,05081,"Little river, AR",5177,306.5,-928.75,-0.12019509368360054
2020,05083,"Logan, AR",8225,386.0,-1610.25,-0.1488449848024316
2020,05085,"Lonoke, AR",30662,1671.5,-5721.0,-0.13206901050159808
2020,05087,"Madison, AR",7351,390.75,-1414.5,-0.13926676642633656
2020,05089,"Marion, AR",7503,382.75,-1445.75,-0.14167666266826603
2020,05091,"Miller, AR",16529,1061.25,-2980.0,-0.1160838526226632
2020,05093,"Mississippi, AR",12342,1139.5,-1824.0,-0.05546102738616108
2020,05095,"Monroe, AR",2816,286.75,-386.25,-0.035333806818181816
2020,05097,"Montgomery, AR",3873,182.75,-761.5,-0.149431964885102
2020,05099,"Nevada, AR",3358,269.0,-533.25,-0.07869267421083978
2020,05101,"Newton, AR",3998,177.25,-798.0,-0.15526513256628313
2020,05103,"Ouachita, AR",9629,998.75,-1323.5,-0.03372624363900716
2020,05105,"Perry, AR",4627,253.0,-869.75,-0.13329371082775016
2020,05107,"Phillips, AR",6242,905.75,-604.25,0.048301826337712274
2020,05109,"Pike, AR",4246,161.0,-879.75,-0.1692769665567593
2020,05111,"Poinsett, AR",7521,356.0,-1479.5,-0.14938173115277223
2020,05113,"Polk, AR",8490,311.5,-1758.75,-0.17046525323910483
2020,05115,"Pope, AR",24432,1443.0,-4520.25,-0.12595162082514735
2020,05117,"Prairie, AR",3495,163.5,-696.5,-0.1525035765379113
2020,05119,"Pulaski, AR",169956,25486.75,-15921.75,0.05627927228223775
2020,05121,"Randolph, AR",6812,303.75,-1338.75,-0.15193775689958897
2020,05123,"St. francis, AR",7108,901.0,-810.5,0.012732132808103546
2020,05125,"Saline, AR",56959,4015.0,-9889.0,-0.10312681051282502
2020,05127,"Scott, AR",3551,120.75,-740.5,-0.17452830188679244
2020,05129,"Searcy, AR",4019,147.0,-841.25,-0.17274197561582483
2020,05131,"Sebastian, AR",47140,3621.75,-7799.5,-0.08862431056427662
2020,05133,"Sevier, AR",5202,279.0,-971.0,-0.13302575932333718
2020,05135,"Sharp, AR",7566,349.5,-1484.5,-0.1500132170235263
2020,05137,"Stone, AR",5938,295.0,-1154.0,-0.14466150218928933
2020,05139,"Union, AR",16607,1396.0,-2619.5,-0.07367375203227555
2020,05141,"Van buren, AR",7807,398.25,-1508.5,-0.14221211733060074
2020,05143,"Washington, AR",94266,10956.0,-11876.0,-0.009759616404642183
2020,05145,"White, AR",30885,1494.5,-6045.5,-0.1473530840213696
2020,05147,"Woodruff, AR",2476,214.0,-385.75,-0.06936591276252019
2020,05149,"Yell, AR",6741,321.0,-1306.5,-0.14619492656875835
2020,06001,"Alameda, CA",770070,617659.0,-136309.0,0.6250730453075695
2020,06003,"Alpine, CA",741,476.0,-244.0,0.31309041835357626
2020,06005,"Amador, CA",22304,8153.0,-13585.0,-0.24354375896700142
2020,06007,"Butte, CA",102066,50426.0,-48730.0,0.016616698998687125
2020,06009,"Calaveras, CA",27164,10046.0,-16518.0,-0.23825651597702843
2020,06011,"Colusa, CA",7961,3239.0,-4559.0,-0.16580831553824896
2020,06013,"Contra costa, CA",581316,416386.0,-152877.0,0.45329734602178506
2020,06015,"Del norte, CA",11453,4677.0,-6461.0,-0.15576704793503884
2020,06017,"El dorado, CA",116159,51621.0,-61838.0,-0.08795702442341963
2020,06019,"Fresno, CA",364917,193025.0,-164464.0,0.0782671127955124
2020,06021,"Glenn, CA",11297,3995.0,-7063.0,-0.2715765247410817
2020,06023,"Humboldt, CA",68843,44768.0,-21770.0,0.3340644655230016
2020,06025,"Imperial, CA",56743,34678.0,-20847.0,0.24374812752233754
2020,06027,"Inyo, CA",9484,4634.0,-4620.0,0.0014761703922395613
2020,06029,"Kern, CA",305292,133366.0,-164484.0,-0.10192864536247265
2020,06031,"Kings, CA",43861,18699.0,-24072.0,-0.12250062698068899
2020,06033,"Lake, CA",28812,14941.0,-13123.0,0.06309870887130363
2020,06035,"Lassen, CA",11987,2799.0,-8970.0,-0.5148077083507133
2020,06037,"Los angeles, CA",4264365,3028885.0,-1145530.0,0.441649577369667
2020,06039,"Madera, CA",53732,23168.0,-29378.0,-0.11557358743393137
2020,06041,"Marin, CA",155830,128288.0,-24612.0,0.6653147660912533
2020,06043,"Mariposa, CA",10280,4088.0,-5950.0,-0.1811284046692607
2020,06045,"Mendocino, CA",43340,28782.0,-13267.0,0.3579833871712044
2020,06047,"Merced, CA",90554,48991.0,-39397.0,0.10594783223270093
2020,06049,"Modoc, CA",4343,1150.0,-3109.0,-0.45107068846419524
2020,06051,"Mono, CA",6738,4013.0,-2513.0,0.2226179875333927
2020,06053,"Monterey, CA",163923,113953.0,-46299.0,0.412718166456202
2020,06055,"Napa, CA",72150,49817.0,-20676.0,0.4038946638946639
2020,06057,"Nevada, CA",64750,36359.0,-26779.0,0.14795366795366796
2020,06059,"Orange, CA",1522113,814009.0,-676498.0,0.09034217564661756
2020,06061,"Placer, CA",235084,106869.0,-122488.0,-0.06644008099232615
2020,06063,"Plumas, CA",11260,4561.0,-6445.0,-0.16731793960923624
2020,06065,"Riverside, CA",997156,528340.0,-449144.0,0.07942187581481734
2020,06067,"Sacramento, CA",718440,440808.0,-259405.0,0.25249568509548465
2020,06069,"San benito, CA",28830,17628.0,-10590.0,0.2441207075962539
2020,06071,"San bernardino, CA",841130,455859.0,-366257.0,0.10652574512857703
2020,06073,"San diego, CA",1602143,964650.0,-600094.0,0.22754273494937718
2020,06075,"San francisco, CA",443553,378156.0,-56417.0,0.7253676561763758
2020,06077,"San joaquin, CA",288492,161137.0,-121098.0,0.1387872107372128
2020,06079,"San luis obispo, CA",159714,88310.0,-67436.0,0.13069611931327246
2020,06081,"San mateo, CA",374251,291496.0,-75584.0,0.5769176301466128
2020,06083,"Santa barbara, CA",200339,129963.0,-65736.0,0.32059159724267366
2020,06085,"Santa clara, CA",850741,617967.0,-214612.0,0.47412197131676975
2020,06087,"Santa cruz, CA",144837,114246.0,-26937.0,0.6028086745790096
2020,06089,"Shasta, CA",92930,30000.0,-60789.0,-0.3313138921769074
2020,06091,"Sierra, CA",1931,730.0,-1142.0,-0.21336095287415846
2020,06093,"Siskiyou, CA",23472,9593.0,-13290.0,-0.1575068166325835
2020,06095,"Solano, CA",205877,131639.0,-69306.0,0.30276815768638554
2020,06097,"Sonoma, CA",268317,199938.0,-61825.0,0.5147381641863915
2020,06099,"Stanislaus, CA",214954,105841.0,-104145.0,0.007890060198926283
2020,06101,"Sutter, CA",42644,17367.0,-24375.0,-0.16433730419285245
2020,06103,"Tehama, CA",28731,8911.0,-19141.0,-0.3560613970972121
2020,06105,"Trinity, CA",6259,2851.0,-3188.0,-0.05384246684773925
2020,06107,"Tulare, CA",146885,66105.0,-77579.0,-0.0781155325594853
2020,06109,"Tuolumne, CA",30408,11978.0,-17689.0,-0.18781241778479346
2020,06111,"Ventura, CA",422825,251388.0,-162207.0,0.21091704605924436
2020,06113,"Yolo, CA",97294,67598.0,-27292.0,0.41427015026620345
2020,06115,"Yuba, CA",29796,11230.0,-17676.0,-0.21633776345818231
2020,08001,"Adams, CO",236740,134202.0,-95657.0,0.16281574723325168
2020,08003,"Alamosa, CO",7808,3759.0,-3813.0,-0.006915983606557377
2020,08005,"Arapahoe, CO",350183,213607.0,-127323.0,0.2463968839149816
2020,08007,"Archuleta, CO",9144,3738.0,-5189.0,-0.1586832895888014
2020,08009,"Baca, CO",2225,317.0,-1867.0,-0.6966292134831461
2020,08011,"Bent, CO",2274,732.0,-1503.0,-0.3390501319261214
2020,08013,"Boulder, CO",206111,159089.0,-42501.0,0.5656563696260752
2020,08014,"Broomfield, CO",46632,29077.0,-16295.0,0.2741036198318751
2020,08015,"Chaffee, CO",13718,7160.0,-6222.0,0.06837731447732906
2020,08017,"Cheyenne, CO",1136,131.0,-993.0,-0.7588028169014085
2020,08019,"Clear creek, CO",6548,3604.0,-2754.0,0.12981062919975564
2020,08021,"Conejos, CO",4333,1959.0,-2286.0,-0.0754673436418186
2020,08023,"Costilla, CO",2094,1311.0,-741.0,0.2722063037249284
2020,08025,"Crowley, CO",1750,437.0,-1271.0,-0.4765714285714286
2020,08027,"Custer, CO",3635,1112.0,-2474.0,-0.3746905089408528
2020,08029,"Delta, CO",19370,5887.0,-13081.0,-0.37139907072792977
2020,08031,"Denver, CO",393829,313293.0,-71618.0,0.6136546572243283
2020,08033,"Dolores, CO",1449,341.0,-1089.0,-0.5162180814354728
2020,08035,"Douglas, CO",231605,104653.0,-121270.0,-0.07174715571770902
2020,08037,"Eagle, CO",29140,18588.0,-9892.0,0.2984214138641043
2020,08039,"Elbert, CO",18983,4490.0,-14027.0,-0.5023968814202181
2020,08041,"El paso, CO",378851,161941.0,-202828.0,-0.10792369559536599
2020,08043,"Fremont, CO",25557,7369.0,-17517.0,-0.3970732089055836
2020,08045,"Garfield, CO",30904,15427.0,-14717.0,0.022974372249546984
2020,08047,"Gilpin, CO",4186,2223.0,-1833.0,0.09316770186335403
2020,08049,"Grand, CO",9870,4710.0,-4883.0,-0.017527862208713274
2020,08051,"Gunnison, CO",11190,7132.0,-3735.0,0.3035746201966041
2020,08053,"Hinsdale, CO",632,255.0,-353.0,-0.1550632911392405
2020,08055,"Huerfano, CO",4406,2076.0,-2203.0,-0.02882433045846573
2020,08057,"Jackson, CO",876,175.0,-681.0,-0.5776255707762558
2020,08059,"Jefferson, CO",377358,218396.0,-148417.0,0.1854445910779684
2020,08061,"Kiowa, CO",903,98.0,-795.0,-0.7718715393133998
2020,08063,"Kit carson, CO",3871,662.0,-3144.0,-0.6411779901834151
2020,08065,"Lake, CO",3961,2303.0,-1497.0,0.20348396869477406
2020,08067,"La plata, CO",35667,20548.0,-14233.0,0.17705442005214905
2020,08069,"Larimer, CO",224338,126120.0,-91489.0,0.15436974565165063
2020,08071,"Las animas, CO",7961,3497.0,-4284.0,-0.09885692752166814
2020,08073,"Lincoln, CO",2651,470.0,-2135.0,-0.6280648811769144
2020,08075,"Logan, CO",10532,2218.0,-8087.0,-0.5572540827952905
2020,08077,"Mesa, CO",90623,31536.0,-56894.0,-0.2798185890998974
2020,08079,"Mineral, CO",756,317.0,-427.0,-0.1455026455026455
2020,08081,"Moffat, CO",7026,1203.0,-5670.0,-0.6357813834329633
2020,08083,"Montezuma, CO",15500,5836.0,-9306.0,-0.2238709677419355
2020,08085,"Montrose, CO",24922,7687.0,-16770.0,-0.3644571061712543
2020,08087,"Morgan, CO",13744,3876.0,-9593.0,-0.41596332945285214
2020,08089,"Otero, CO",9576,3605.0,-5756.0,-0.22462406015037595
2020,08091,"Ouray, CO",4020,2365.0,-1577.0,0.19601990049751244
2020,08093,"Park, CO",12291,4903.0,-6991.0,-0.16988040029289725
2020,08095,"Phillips, CO",2485,486.0,-1958.0,-0.5923541247484909
2020,08097,"Pitkin, CO",11957,8989.0,-2780.0,0.5192774107217529
2020,08099,"Prowers, CO",5561,1458.0,-4008.0,-0.45855062039201583
2020,08101,"Pueblo, CO",88301,43772.0,-42252.0,0.017213848087790626
2020,08103,"Rio blanco, CO",3691,561.0,-3061.0,-0.6773232186399349
2020,08105,"Rio grande, CO",6305,2495.0,-3660.0,-0.18477398889770025
2020,08107,"Routt, CO",16876,10582.0,-5925.0,0.27595401753970134
2020,08109,"Saguache, CO",3389,1884.0,-1413.0,0.13897904986721746
2020,08111,"San juan, CO",562,342.0,-202.0,0.2491103202846975
2020,08113,"San miguel, CO",5147,3924.0,-1136.0,0.5416747619972799
2020,08115,"Sedgwick, CO",1446,301.0,-1121.0,-0.5670816044260027
2020,08117,"Summit, CO",18479,12631.0,-5322.0,0.39553006115049516
2020,08119,"Teller, CO",16939,5278.0,-11241.0,-0.3520278646909499
2020,08121,"Washington, CO",3008,369.0,-2595.0,-0.7400265957446809
2020,08123,"Weld, CO",166974,66060.0,-96145.0,-0.1801777522248973
2020,08125,"Yuma, CO",4981,785.0,-4107.0,-0.6669343505320217
2020,09001,"Fairfield, CT",472396,297505.0,-168445.0,0.273202990711183
2020,09003,"Hartford, CT",449336,283368.0,-159024.0,0.27672832802179215
2020,09005,"Litchfield, CT",107544,50164.0,-55601.0,-0.05055605147660493
2020,09007,"Middlesex, CT",99198,56848.0,-40665.0,0.16313836972519608
2020,09009,"New haven, CT",417983,242630.0,-169893.0,0.17401903905182747
2020,09011,"New london, CT",139604,79459.0,-57110.0,0.16008853614509613
2020,09013,"Tolland, CT",80714,44151.0,-34838.0,0.11538270931932502
2020,09015,"Windham, CT",57082,26706.0,-29141.0,-0.04265793069619144
2020,10001,"Kent, DE",87025,44552.0,-41009.0,0.04071243895432347
2020,10003,"New castle, DE",287633,195034.0,-88364.0,0.3708545264277743
2020,10005,"Sussex, DE",129352,56682.0,-71230.0,-0.11246830354381841
2020,12001,"Alachua, FL",142604,89704.0,-50972.0,0.2716052845642479
2020,12003,"Baker, FL",14059,2037.0,-11911.0,-0.7023259122270432
2020,12005,"Bay, FL",93024,25614.0,-66097.0,-0.4351887684898521
2020,12007,"Bradford, FL",13632,3160.0,-10334.0,-0.5262617370892019
2020,12009,"Brevard, FL",360764,148549.0,-207883.0,-0.16446762980785223
2020,12011,"Broward, FL",957672,618752.0,-333409.0,0.29795483213459306
2020,12013,"Calhoun, FL",6526,1209.0,-5274.0,-0.6228930432117683
2020,12015,"Charlotte, FL",116340,42273.0,-73243.0,-0.26620250988482036
2020,12017,"Citrus, FL",93208,27092.0,-65352.0,-0.41047978714273453
2020,12019,"Clay, FL",124405,38317.0,-84480.0,-0.371070294602307
2020,12021,"Collier, FL",207818,77621.0,-128950.0,-0.2469901548470296
2020,12023,"Columbia, FL",33042,8914.0,-23836.0,-0.45160704557835485
2020,12027,"Desoto, FL",12659,4259.0,-8313.0,-0.3202464649656371
2020,12029,"Dixie, FL",8167,1365.0,-6759.0,-0.6604628382515
2020,12031,"Duval, FL",492820,252556.0,-233762.0,0.038135627612515724
2020,12033,"Escambia, FL",170372,70929.0,-96674.0,-0.1511105111168502
2020,12035,"Flagler, FL",71716,28161.0,-43043.0,-0.20751296781750236
2020,12037,"Franklin, FL",6849,2120.0,-4675.0,-0.3730471601693678
2020,12039,"Gadsden, FL",23762,16153.0,-7465.0,0.3656257890749937
2020,12041,"Gilchrist, FL",9685,1700.0,-7895.0,-0.6396489416623645
2020,12043,"Glades, FL",5193,1385.0,-3782.0,-0.4615829000577701
2020,12045,"Gulf, FL",8163,1985.0,-6113.0,-0.5056964351341419
2020,12047,"Hamilton, FL",5830,1963.0,-3815.0,-0.3176672384219554
2020,12049,"Hardee, FL",8485,2298.0,-6122.0,-0.4506776664702416
2020,12051,"Hendry, FL",12940,4929.0,-7906.0,-0.23006182380216383
2020,12053,"Hernando, FL",108922,37519.0,-70412.0,-0.3019867428067792
2020,12055,"Highlands, FL",52170,16938.0,-34873.0,-0.3437799501629289
2020,12057,"Hillsborough, FL",712063,376367.0,-327398.0,0.06877060035418214
2020,12059,"Holmes, FL",9068,924.0,-8080.0,-0.7891486546096163
2020,12061,"Indian river, FL",97484,37844.0,-58872.0,-0.21570719297525748
2020,12063,"Jackson, FL",22419,6766.0,-15488.0,-0.38904500646772827
2020,12065,"Jefferson, FL",8451,3897.0,-4479.0,-0.06886758963436279
